case_ref,fraud_type,category,is_scam,channel_name,sub_scenario,detection_method,case_owner_team,case_status,fraud_start_ts,fraud_date,detection_ts,customer_report_ts,resolution_ts,amount_attempted,amount_lost,amount_recovered,net_loss,recovery_rate,transaction_count,reimbursed_flag,provisional_credit_flag,cross_border_flag,detect_lag_hours,report_lag_hours,resolution_days,report_lag_band,product_name,balance_band,zelle_enabled,account_status,customer_ref,age_band,segment,state,city,tenure_years,digital_enrolled,prior_fraud_claims
FRD000009658,"Tech Support/Impersonation",Authorized,1,"Online Banking","fake antivirus","Customer Reported",Claims,Closed-Confirmed,"2025-04-26 00:37:06",2025-04-26,"2025-05-02 11:26:11","2025-05-02 15:38:34","2025-05-12 16:17:44",6490.87,6490.87,1809.13,4681.74,0.2787,2,0,0,1,154,159,16,"3. 3-7d","Sapphire Preferred",$1K-5K,0,active,CUS0000238,65+,"Consumer Banking",TX,Houston,1.6,1,0
FRD000008737,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","synthetic identity","Customer Reported","Fraud Ops","Under Review","2026-05-16 10:21:33",2026-05-16,"2026-11-05 06:32:56","2026-11-10 05:51:37",NULL,3688.88,3688.88,853.03,2835.85,0.2312,3,1,0,1,4148,4267,NULL,"4. 7d+","Sapphire Preferred",$1K-5K,0,active,CUS0000113,35-44,"Consumer Banking",NJ,Newark,20.1,0,0
FRD000007255,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2025-07-07 17:18:36",2025-07-07,"2025-07-07 17:34:00","2025-07-08 12:25:29","2025-07-15 16:34:32",3227.16,2656.96,342.35,2314.61,0.1289,1,0,0,0,0,19,7,"1. <24h","Total Checking",<$1K,1,active,CUS0002382,65+,"Consumer Banking",KS,"Overland Park",35.0,0,0
FRD000000236,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Customer Reported","Card Services",Closed-Confirmed,"2026-03-18 22:16:41",2026-03-18,"2026-03-19 14:03:59","2026-03-19 22:53:33","2026-04-13 19:31:56",166.89,166.89,156.87,10.02,0.9400,5,1,0,0,15,24,25,"2. 24-72h","Private Client Checking",<$1K,1,active,CUS0000914,18-24,"Private Client Banking",FL,Miami,1.1,1,0
FRD000005618,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","Customer Reported","Fraud Ops","Closed-No Fraud","2026-06-08 16:31:22",2026-06-08,"2026-06-17 18:43:33","2026-06-18 13:58:06","2026-06-27 14:17:19",3797.66,0.00,0.00,0.00,NULL,1,0,0,0,218,237,18,"4. 7d+","Total Checking",<$1K,1,active,CUS0000930,45-54,"Consumer Banking",FL,Orlando,5.1,1,0
FRD000009188,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking",bust-out,"ML Model","Fraud Ops",Closed-Confirmed,"2024-02-01 13:37:56",2024-02-01,"2024-04-17 21:20:27","2024-04-21 18:06:50","2024-04-26 18:07:51",7218.62,7218.62,1407.62,5811.00,0.1950,1,1,1,0,1831,1924,85,"4. 7d+","Total Checking",<$1K,1,active,CUS0000843,65+,"Consumer Banking",FL,Orlando,9.0,1,0
FRD000005456,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-02-27 06:31:00",2024-02-27,"2024-03-01 00:46:14","2024-03-01 10:14:05","2024-03-10 02:30:34",568.78,455.09,186.04,269.05,0.4088,4,0,1,1,66,75,11,"3. 3-7d","Private Client Savings",<$1K,1,active,CUS0002319,25-34,"Private Client Banking",TX,Austin,15.3,1,0
FRD000004386,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Rules Engine","Fraud Ops","Closed-No Fraud","2024-05-21 22:25:13",2024-05-21,"2024-05-23 14:17:48","2024-05-24 01:53:18","2024-05-30 05:43:46",1916.30,0.00,0.00,0.00,NULL,4,0,0,0,39,51,8,"2. 24-72h","Private Client Checking",$5K-25K,1,active,CUS0000320,25-34,"Private Client Banking",CA,"San Diego",4.7,0,0
FRD000002655,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Rules Engine","Card Services",Closed-Confirmed,"2026-04-05 09:20:46",2026-04-05,"2026-04-06 04:15:48","2026-04-06 10:09:42","2026-04-16 03:47:43",340.68,340.68,237.31,103.37,0.6966,1,1,1,0,18,24,10,"2. 24-72h","Financial Investment Account",$5K-25K,0,active,CUS0000141,18-24,"Private Client Banking",KS,"Overland Park",2.0,0,0
FRD000005866,"Account Takeover",Unauthorized,0,"Online Banking","SIM swap","ML Model","Fraud Ops",Closed-Confirmed,"2025-07-15 05:31:20",2025-07-15,"2025-07-19 22:25:31",NULL,"2025-08-15 00:01:04",3616.33,3616.33,1934.12,1682.21,0.5348,1,1,0,0,112,NULL,30,"Never Reported","Sapphire Preferred",$1K-5K,0,active,CUS0000063,35-44,"Consumer Banking",TX,Austin,0.1,1,0
FRD000005386,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","ML Model","Fraud Ops",Closed-Confirmed,"2025-04-21 14:56:53",2025-04-21,"2025-04-25 11:46:25",NULL,"2025-05-02 15:08:40",5134.08,5134.08,2859.04,2275.04,0.5569,2,1,0,0,92,NULL,11,"Never Reported","Sapphire Preferred",$25K-100K,0,active,CUS0000755,45-54,"Consumer Banking",KS,Topeka,0.9,1,0
FRD000007311,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,Closed-Confirmed,"2025-10-20 06:00:05",2025-10-20,"2025-10-20 13:16:17","2025-10-21 02:53:26","2025-10-29 19:29:59",402.42,402.42,50.39,352.03,0.1252,2,0,0,0,7,20,9,"1. <24h","Premier Savings",$1K-5K,1,closed,CUS0001679,55-64,"Consumer Banking",TX,Dallas,4.5,1,0
FRD000005055,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-12-13 00:31:07",2024-12-13,"2024-12-19 12:30:47","2024-12-20 06:32:51","2025-01-04 21:25:22",3693.69,821.09,302.54,518.55,0.3685,1,1,1,0,155,174,22,"4. 7d+","Freedom Unlimited",<$1K,0,active,CUS0001211,35-44,"Consumer Banking",MA,Boston,0.4,1,2
FRD000000986,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Customer Reported","Card Services",Closed-Confirmed,"2025-09-16 07:29:50",2025-09-16,"2025-09-16 09:27:36","2025-09-16 10:39:52","2025-11-03 00:28:27",39.34,39.34,36.97,2.37,0.9398,3,1,1,1,1,3,47,"1. <24h","Premier Savings",$5K-25K,1,active,CUS0001318,45-54,"Consumer Banking",KS,"Overland Park",10.9,1,0
FRD000002392,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Rules Engine","Card Services",Closed-Confirmed,"2024-06-24 22:48:31",2024-06-24,"2024-06-26 00:24:22","2024-06-26 05:12:38","2024-07-07 04:53:30",284.33,96.80,96.80,0.00,1.0000,4,1,1,0,25,30,12,"2. 24-72h","Private Client Checking",$1K-5K,1,active,CUS0000931,65+,"Private Client Banking",CA,"Los Angeles",5.2,1,3
FRD000002519,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Open,"2024-07-22 23:25:04",2024-07-22,"2024-07-23 02:20:14","2024-07-23 13:32:36",NULL,50.75,15.28,14.00,1.28,0.9162,1,1,0,0,2,14,NULL,"1. <24h","Premier Savings",$5K-25K,1,active,CUS0002769,55-64,"Consumer Banking",TX,Austin,1.5,0,0
FRD000002256,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Rules Engine","Card Services",Closed-Confirmed,"2025-11-11 06:54:36",2025-11-11,"2025-11-11 22:53:22",NULL,"2025-11-28 11:24:41",64.81,64.81,52.21,12.60,0.8056,1,1,0,0,15,NULL,17,"Never Reported","Sapphire Preferred",<$1K,0,active,CUS0001473,18-24,"Consumer Banking",NJ,Newark,4.0,1,1
FRD000009109,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","ML Model","Fraud Ops",Closed-Confirmed,"2025-07-24 19:09:28",2025-07-24,"2025-09-02 05:22:26","2025-09-04 21:33:18","2025-09-20 08:48:06",31991.43,31991.43,5408.90,26582.53,0.1691,3,1,0,1,946,1010,57,"4. 7d+","Premier Savings",$25K-100K,1,active,CUS0002329,18-24,"Consumer Banking",CA,"San Diego",5.9,0,0
FRD000002202,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","ML Model","Card Services",Closed-Confirmed,"2026-01-29 19:23:55",2026-01-29,"2026-01-30 07:32:16",NULL,"2026-02-24 01:34:19",147.77,147.77,147.77,0.00,1.0000,5,1,0,1,12,NULL,25,"Never Reported","Total Checking",$1K-5K,1,active,CUS0002672,25-34,"Consumer Banking",FL,Miami,31.6,1,0
FRD000008315,"Business Email Compromise",Authorized,1,"Online Banking","vendor invoice redirect","Customer Reported","Wire Recall",Closed-Confirmed,"2025-09-12 14:02:50",2025-09-12,"2025-09-16 02:50:17","2025-09-16 17:14:58","2025-09-30 19:35:15",58605.58,58605.58,18989.09,39616.49,0.3240,2,0,0,0,84,99,18,"3. 3-7d","Sapphire Preferred",$1K-5K,0,active,CUS0002460,45-54,"Consumer Banking",FL,Tampa,12.8,1,0
FRD000000668,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","ML Model","Card Services",Closed-Confirmed,"2024-10-21 17:08:12",2024-10-21,"2024-10-21 22:40:47",NULL,"2024-11-01 07:37:04",36.42,36.42,32.81,3.61,0.9009,1,1,0,0,5,NULL,10,"Never Reported","Sapphire Preferred",$25K-100K,0,active,CUS0000486,65+,"Consumer Banking",CA,"San Diego",8.8,1,0
FRD000008490,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking",bust-out,"Statement Review","Fraud Ops",Closed-Confirmed,"2026-04-30 05:50:24",2026-04-30,"2026-07-15 23:29:03","2026-07-22 12:59:36","2026-07-27 21:32:14",6724.11,6370.62,1337.64,5032.98,0.2100,3,0,1,0,1841,1999,88,"4. 7d+","Sapphire Preferred",$5K-25K,0,active,CUS0000004,18-24,"Consumer Banking",KS,"Overland Park",0.8,1,2
FRD000005528,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-12-28 17:17:24",2024-12-28,"2025-01-03 15:36:36","2025-01-03 17:57:41","2025-01-07 10:03:52",4665.71,4665.71,2698.47,1967.24,0.5784,1,1,1,0,142,144,9,"3. 3-7d","Business Platinum",$5K-25K,0,active,CUS0002734,65+,"Financial Banking",TX,Houston,26.7,1,1
FRD000001743,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","ML Model","Card Services",Closed-Confirmed,"2025-02-08 10:33:20",2025-02-08,"2025-02-09 13:26:26","2025-02-09 16:40:52","2025-02-15 10:34:07",162.08,162.08,162.08,0.00,1.0000,1,1,1,0,26,30,7,"2. 24-72h","Total Checking",<$1K,1,active,CUS0001547,45-54,"Consumer Banking",WA,Tacoma,7.1,1,0
FRD000000287,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","ML Model","Card Services",Closed-Confirmed,"2024-09-11 17:56:58",2024-09-11,"2024-09-11 22:48:28","2024-09-12 00:18:32","2024-09-23 01:34:24",80.96,72.42,72.42,0.00,1.0000,4,1,0,1,4,6,11,"1. <24h","Sapphire Preferred",$1K-5K,0,active,CUS0001764,35-44,"Consumer Banking",NJ,Trenton,3.7,1,0
FRD000001500,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Merchant Alert","Card Services",Closed-Confirmed,"2024-02-10 16:01:00",2024-02-10,"2024-02-11 01:16:14","2024-02-11 06:07:06","2024-02-27 21:53:14",22.14,22.14,17.03,5.11,0.7692,2,1,1,1,9,14,17,"1. <24h","Sapphire Preferred",$5K-25K,0,restricted,CUS0002420,65+,"Consumer Banking",FL,Orlando,23.3,1,0
FRD000006142,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,"Closed-No Fraud","2025-12-24 11:19:24",2025-12-24,"2025-12-24 19:30:52","2025-12-25 04:25:02","2025-12-28 05:46:47",907.04,0.00,0.00,0.00,NULL,3,0,0,0,8,17,3,"1. <24h","Total Checking",$5K-25K,1,active,CUS0002756,45-54,"Consumer Banking",FL,Orlando,4.3,1,0
FRD000000862,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","ML Model","Card Services",Closed-Confirmed,"2024-01-10 11:41:24",2024-01-10,"2024-01-10 22:58:44",NULL,"2024-02-06 05:41:33",28.22,21.34,14.79,6.55,0.6931,2,1,0,0,11,NULL,26,"Never Reported","Premier Savings",$1K-5K,1,active,CUS0001185,65+,"Consumer Banking",CA,"Los Angeles",0.7,0,0
FRD000005555,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","Rules Engine","Fraud Ops",Closed-Confirmed,"2024-05-03 00:16:15",2024-05-03,"2024-05-06 04:39:04",NULL,"2024-05-15 15:52:40",8733.33,8733.33,4946.03,3787.30,0.5663,5,1,0,0,76,NULL,12,"Never Reported","Sapphire Preferred",$5K-25K,0,active,CUS0002901,65+,"Consumer Banking",CA,"San Diego",0.2,1,0
FRD000007145,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2025-06-12 09:34:12",2025-06-12,"2025-06-12 12:19:08","2025-06-13 15:58:51","2025-06-15 06:47:07",332.47,332.47,33.15,299.32,0.0997,1,0,0,0,2,30,2,"2. 24-72h","Sapphire Preferred",<$1K,0,active,CUS0001372,65+,"Consumer Banking",TX,Houston,2.5,1,0
FRD000004512,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","Rules Engine","Fraud Ops",Closed-Confirmed,"2024-11-04 11:06:20",2024-11-04,"2024-11-10 08:59:20",NULL,"2024-12-16 10:01:12",1126.55,1126.55,727.51,399.04,0.6458,1,1,0,0,141,NULL,41,"Never Reported","Freedom Unlimited",$5K-25K,0,active,CUS0002251,65+,"Consumer Banking",FL,Miami,2.0,1,0
FRD000006711,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,"Closed-No Fraud","2024-03-12 23:21:23",2024-03-12,"2024-03-13 06:36:26","2024-03-13 11:04:09","2024-03-16 22:04:42",506.35,0.00,0.00,0.00,NULL,2,0,0,0,7,11,3,"1. <24h","Sapphire Preferred",$100K+,0,closed,CUS0001914,35-44,"Consumer Banking",MA,Worcester,1.6,1,0
FRD000007343,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,Closed-Confirmed,"2025-04-12 09:07:23",2025-04-12,"2025-04-12 16:05:28","2025-04-13 18:25:01","2025-05-20 16:18:46",329.68,162.25,19.77,142.48,0.1218,4,1,0,0,6,33,38,"2. 24-72h","Premier Savings",<$1K,1,active,CUS0001057,55-64,"Consumer Banking",KS,Topeka,5.1,1,0
FRD000008534,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","ML Model","Fraud Ops",Closed-Confirmed,"2026-05-24 19:18:09",2026-05-24,"2026-06-27 02:19:50","2026-06-29 19:18:43","2026-07-26 05:29:30",7195.97,7195.97,1096.74,6099.23,0.1524,5,1,0,1,799,864,62,"4. 7d+","Premier Savings",$25K-100K,1,active,CUS0000923,35-44,"Consumer Banking",CA,"Los Angeles",0.9,1,0
FRD000000361,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","ML Model","Card Services","Closed-No Fraud","2026-03-12 04:58:31",2026-03-12,"2026-03-12 15:16:49",NULL,"2026-04-01 19:37:25",666.68,0.00,0.00,0.00,NULL,4,0,0,1,10,NULL,20,"Never Reported","Business Platinum",$1K-5K,0,active,CUS0002892,45-54,"Financial Banking",CA,"San Diego",7.3,1,0
FRD000000173,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Rules Engine","Card Services",Closed-Confirmed,"2025-08-30 04:53:15",2025-08-30,"2025-08-30 12:13:58","2025-08-30 21:25:11","2025-09-03 01:07:52",30.24,30.24,24.84,5.40,0.8214,1,1,0,0,7,16,3,"1. <24h","Business Checking",$100K+,1,active,CUS0001747,25-34,"Financial Banking",NJ,Trenton,4.6,0,0
FRD000002898,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Closed-Confirmed,"2024-06-10 21:00:55",2024-06-10,"2024-06-11 03:38:59","2024-06-11 10:02:28","2024-06-19 12:54:03",163.96,163.96,163.96,0.00,1.0000,4,1,1,0,6,13,8,"1. <24h","Sapphire Preferred",$1K-5K,0,active,CUS0002047,55-64,"Consumer Banking",TX,Houston,0.6,1,0
FRD000004274,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-11-25 06:40:07",2024-11-25,"2024-11-26 05:46:05","2024-11-26 20:45:26","2024-12-06 08:05:27",2223.21,2223.21,1488.79,734.42,0.6697,2,1,1,0,23,38,11,"2. 24-72h","Premier Savings",<$1K,1,active,CUS0001565,45-54,"Consumer Banking",NJ,Newark,22.6,1,0
FRD000001547,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","ML Model","Card Services",Closed-Confirmed,"2025-05-30 11:56:48",2025-05-30,"2025-05-30 23:36:24",NULL,"2025-06-29 18:49:12",196.46,196.46,196.46,0.00,1.0000,7,1,0,1,11,NULL,30,"Never Reported","Premier Savings",$5K-25K,1,closed,CUS0000398,25-34,"Consumer Banking",CA,"San Francisco",2.5,1,0
FRD000008249,"Business Email Compromise",Authorized,1,"Online Banking","CEO impersonation","Customer Reported","Wire Recall",Closed-Confirmed,"2024-12-16 13:35:02",2024-12-16,"2024-12-18 23:26:58","2024-12-19 01:49:39","2025-01-21 12:02:37",623042.60,623042.60,224597.44,398445.16,0.3605,1,0,0,1,57,60,35,"2. 24-72h","Private Client Savings",$1K-5K,1,active,CUS0001408,25-34,"Private Client Banking",FL,Orlando,3.9,0,0
FRD000001216,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Rules Engine","Card Services",Closed-Confirmed,"2026-04-30 18:18:27",2026-04-30,"2026-05-01 06:06:13",NULL,"2026-05-16 22:46:07",181.46,181.46,181.46,0.00,1.0000,6,1,0,0,11,NULL,16,"Never Reported","Sapphire Preferred",$5K-25K,0,active,CUS0001745,35-44,"Consumer Banking",NY,Albany,1.1,1,0
FRD000005761,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","ML Model","Fraud Ops","Closed-No Fraud","2024-07-06 09:55:21",2024-07-06,"2024-07-07 16:45:54",NULL,"2024-07-14 16:53:00",35982.65,0.00,0.00,0.00,NULL,1,0,0,0,30,NULL,8,"Never Reported","Total Checking",<$1K,1,active,CUS0000966,18-24,"Consumer Banking",TX,Dallas,2.1,0,0
FRD000004850,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-05-22 17:32:05",2024-05-22,"2024-05-24 01:23:04","2024-05-24 04:50:32","2024-06-10 14:57:31",4397.39,986.52,439.81,546.71,0.4458,1,1,0,0,31,35,18,"2. 24-72h","Premier Savings",$5K-25K,1,active,CUS0001632,35-44,"Consumer Banking",NY,Albany,3.6,1,0
FRD000008668,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-04-04 14:06:11",2025-04-04,"2025-10-17 19:29:21","2025-10-18 20:15:17","2025-11-16 16:29:05",7003.81,1034.77,202.59,832.18,0.1958,5,1,1,0,4709,4734,226,"4. 7d+","Sapphire Preferred",$5K-25K,0,active,CUS0002450,35-44,"Consumer Banking",TX,Houston,6.1,1,0
FRD000002370,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","ML Model","Card Services",Open,"2025-12-08 01:58:46",2025-12-08,"2025-12-08 11:02:01",NULL,NULL,41.36,41.36,32.91,8.45,0.7957,1,1,0,0,9,NULL,NULL,"Never Reported","Freedom Unlimited",$25K-100K,0,active,CUS0001136,55-64,"Consumer Banking",KS,Wichita,0.4,1,0
FRD000008640,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","Statement Review","Fraud Ops",Closed-Confirmed,"2026-03-25 13:35:38",2026-03-25,"2026-05-28 07:43:40","2026-06-05 03:57:38","2026-06-14 00:14:15",3411.67,338.35,64.60,273.75,0.1909,1,1,1,0,1530,1718,80,"4. 7d+","Business Platinum",$1K-5K,0,active,CUS0002722,25-34,"Financial Banking",CA,"San Francisco",4.7,1,0
FRD000000368,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Customer Reported","Card Services",Closed-Confirmed,"2024-07-10 14:51:30",2024-07-10,"2024-07-11 22:14:51","2024-07-12 01:07:48","2024-07-16 16:56:25",163.23,132.79,132.79,0.00,1.0000,4,1,1,0,31,34,6,"2. 24-72h","Sapphire Preferred",$1K-5K,0,active,CUS0001583,65+,"Consumer Banking",MA,Boston,5.2,1,0
FRD000004072,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Customer Reported","Fraud Ops","Closed-No Fraud","2024-08-14 12:17:30",2024-08-14,"2024-08-17 22:33:23","2024-08-18 00:20:31","2024-08-24 05:05:12",8237.51,0.00,0.00,0.00,NULL,3,0,0,0,82,84,9,"3. 3-7d","Freedom Unlimited",$5K-25K,0,active,CUS0001342,35-44,"Consumer Banking",FL,Tampa,5.1,1,1
FRD000007287,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,Open,"2026-04-10 12:50:08",2026-04-10,"2026-04-10 17:59:43","2026-04-11 02:32:41",NULL,1023.87,1023.87,122.87,901.00,0.1200,1,1,0,0,5,13,NULL,"1. <24h","Auto Loan",$100K+,0,active,CUS0000034,55-64,"Consumer Banking",FL,Miami,0.0,1,0
FRD000002070,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Customer Reported","Card Services",Closed-Confirmed,"2024-07-05 14:37:27",2024-07-05,"2024-07-06 10:39:42","2024-07-06 12:52:23","2024-07-25 13:21:00",334.72,334.72,272.28,62.44,0.8135,2,1,1,1,20,22,19,"1. <24h","Private Client Savings",<$1K,1,active,CUS0002290,35-44,"Private Client Banking",TX,Dallas,3.1,1,0
FRD000009752,"Tech Support/Impersonation",Authorized,1,"Online Banking","refund overpayment","Customer Reported",Claims,"Closed-No Fraud","2025-08-21 00:40:45",2025-08-21,"2025-08-21 18:54:57","2025-08-22 14:15:16","2025-08-28 04:56:08",9276.31,0.00,0.00,0.00,NULL,2,0,0,1,18,37,7,"2. 24-72h","Sapphire Preferred",$5K-25K,0,active,CUS0002549,35-44,"Consumer Banking",CA,"San Diego",15.6,0,0
FRD000009160,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","ML Model","Fraud Ops",Closed-Confirmed,"2026-02-02 21:11:51",2026-02-02,"2026-03-23 14:17:44","2026-03-25 05:44:40","2026-04-04 00:01:42",4722.61,4722.61,1168.34,3554.27,0.2474,3,1,1,1,1169,1208,60,"4. 7d+","Auto Loan",$1K-5K,0,restricted,CUS0000806,35-44,"Consumer Banking",PA,Harrisburg,6.0,1,0
FRD000001968,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Closed-Confirmed,"2025-07-02 00:39:57",2025-07-02,"2025-07-02 10:50:11",NULL,"2025-07-13 11:45:46",60.34,60.34,60.34,0.00,1.0000,2,1,0,0,10,NULL,11,"Never Reported","Freedom Unlimited",$1K-5K,0,active,CUS0000855,18-24,"Consumer Banking",TX,Houston,3.5,1,0
FRD000000832,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","ML Model","Card Services","Closed-No Fraud","2024-07-26 03:14:41",2024-07-26,"2024-07-27 00:43:20",NULL,"2024-08-13 06:26:23",296.70,0.00,0.00,0.00,NULL,3,0,0,0,21,NULL,18,"Never Reported","Premier Savings",$1K-5K,1,active,CUS0002810,25-34,"Consumer Banking",CA,"Los Angeles",12.5,1,0
FRD000004159,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-04-15 23:10:12",2025-04-15,"2025-04-18 16:37:20","2025-04-18 17:49:05","2025-04-19 12:25:02",21785.41,21785.41,11259.06,10526.35,0.5168,3,1,1,0,65,66,3,"2. 24-72h","Total Checking",$100K+,1,active,CUS0001599,45-54,"Consumer Banking",TX,Houston,8.5,0,0
FRD000001910,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Rules Engine","Card Services",Closed-Confirmed,"2024-07-21 21:11:58",2024-07-21,"2024-07-21 22:24:29","2024-07-22 11:04:05","2024-08-11 22:48:01",123.19,32.23,24.35,7.88,0.7555,2,1,0,0,1,13,21,"1. <24h","Private Client Savings",$5K-25K,1,active,CUS0000625,45-54,"Private Client Banking",KS,Topeka,0.8,1,0
FRD000009707,"Tech Support/Impersonation",Authorized,1,"Online Banking","fake antivirus","Customer Reported",Claims,Closed-Confirmed,"2024-07-24 02:42:19",2024-07-24,"2024-07-31 06:18:38","2024-07-31 19:30:45","2024-08-12 14:19:05",7628.03,7628.03,1929.11,5698.92,0.2529,5,0,0,0,171,184,19,"4. 7d+","Premier Savings",$100K+,1,active,CUS0001336,55-64,"Consumer Banking",KS,Wichita,9.0,0,0
